source,destination,weight,specificyear
Neuroptera,Congo,1,""
Neuroptera,Costa Rica,1,""
Neuroptera,Guyana (Dutch Guiana),2,""
Neuroptera,United States,15,1939
Odonata,"",4,""
Odonata,Bolivia,8,1903
Odonata,Brazil (Brasil),6,""
Odonata,Canada,1,1890
Odonata,China,1,1930
Odonata,Congo,1,""
Odonata,Costa Rica,16,1920
Odonata,Ecuador,3,1909
Odonata,Guatemala,1,1919
Odonata,Guiana (British Guiana),3,1949
Odonata,Haiti (Hayti),1,1893
Odonata,Jamaica,1,1891
Odonata,Mexico,14,1905
Odonata,Paraguay,1,1899
Odonata,Peru,1,1909
Odonata,Somalia,2,1899
Odonata,Surinam,2,1909
Odonata,United States,23,1918
Opiliones,Costa Rica,1,""
Opiliones,Ecuador,6,""
Opiliones,United States,3,""
Orthoptera,"",328,1884
Orthoptera,Angola,5,1987
Orthoptera,Argentina,51,1911
Orthoptera,Australia,5,1922
Orthoptera,Bahamas,3,1913
Orthoptera,Barbados,1,1905
Orthoptera,Belize,1,1932
Orthoptera,Bermuda,1,1909
Orthoptera,Bolivia,67,1913
Orthoptera,Bonin Islands [=Ogasawara Islands],1,1988
Orthoptera,Borneo,6,1907
Orthoptera,Brazil (Brasil),220,1913
Orthoptera,British West Indies,1,1979
Orthoptera,Brunei,2,1906
Orthoptera,Cameroon,1,1919
Orthoptera,Cameroon [=Kamerun?],18,1919
Orthoptera,Canada,18,1885
Orthoptera,Caroline Islands,1,1945
Orthoptera,Central African Republic,1,1975
Orthoptera,Chile,3,1942
Orthoptera,China,11,1937
Orthoptera,Colombia,113,1923
Orthoptera,Comoro Islands,1,1959
Orthoptera,Congo,5,1919
Orthoptera,Costa Rica,109,1905
Orthoptera,Cuba,14,1928
Orthoptera,Curaçao,1,1937
Orthoptera,Dominican Republic (San Domingo),22,1979
Orthoptera,Ecuador,57,1924
Orthoptera,Egypt,1,1913
Orthoptera,Fiji Islands,2,1988
Orthoptera,French Guiana,10,1920
Orthoptera,Galapagos Islands,13,1997
Orthoptera,Guatemala,13,1884
Orthoptera,Guiana (British Guiana),11,1970
Orthoptera,Guyana (Dutch Guiana),2,1906
Orthoptera,Haiti (Hayti),7,1998
Orthoptera,Honduras,9,1932
Orthoptera,India (Bharat),67,1969
Orthoptera,Indonesia,6,1898
Orthoptera,Jamaica,8,1915
Orthoptera,Japan (Nippon),3,1924
Orthoptera,Java,3,1963
Orthoptera,Kenya,19,1987
Orthoptera,Korea (South),3,""
Orthoptera,Liberia,1,1970
Orthoptera,Madagascar,27,1900
Orthoptera,Malawi,13,1987
Orthoptera,Malaysia,32,1907
Orthoptera,Mali,1,1984
Orthoptera,Mexico,284,1908
Orthoptera,Moluccas,10,1922
Orthoptera,Morocco,1,1938
Orthoptera,Mozambique,2,1988
Orthoptera,Myanmar [=Burma],15,1968
Orthoptera,Namibia,1,1956
Orthoptera,New Caledonia,25,1987
Orthoptera,New Guinea,7,1906
Orthoptera,New Zealand,2,1875
Orthoptera,Nicaragua,13,1907
Orthoptera,Nigeria,3,1910
Orthoptera,Palau [=Belau],1,1988
Orthoptera,Panama,44,1904
Orthoptera,Paraguay,21,1900
Orthoptera,Peru,92,1924
Orthoptera,Philippines,93,1915
Orthoptera,Singapore,9,1922
Orthoptera,Somalia,1,1901
Orthoptera,South Africa,27,1956
Orthoptera,Sri Lanka (Ceylon),21,1904
Orthoptera,Sudan,1,1942
Orthoptera,Sumatra,2,1941
Orthoptera,Surinam,5,1964
Orthoptera,Switzerland (Suisse),1,1869
Orthoptera,Tanzania,23,1987
Orthoptera,Thailand [=Siam],6,1975
Orthoptera,Trinidad,8,1906
Orthoptera,United States,1168,1898
Orthoptera,Uruguay,1,1899
Orthoptera,Venezuela,15,1976
Orthoptera,Vietnam,10,1915
Orthoptera,Zambia,1,1943
Phasmatodea,"",4,""
Phasmatodea,Angola,1,1911
Phasmatodea,Argentina,1,1913
Phasmatodea,Belize,1,1907
Phasmatodea,Borneo,1,1938
Phasmatodea,Botswana,1,1933
Phasmatodea,Brazil (Brasil),5,1920
Phasmatodea,Colombia,17,""
Phasmatodea,Costa Rica,6,1923
Phasmatodea,Cuba,1,1938
Phasmatodea,Dominica,1,1938
Phasmatodea,Ecuador,8,1924
Phasmatodea,Ethiopia,1,""
Phasmatodea,French Guiana,1,1933
Phasmatodea,Guiana (British Guiana),1,1906
Phasmatodea,Haiti (Hayti),1,1971
Phasmatodea,Jamaica,4,1938
Phasmatodea,Japan (Nippon),1,1904
Phasmatodea,Java,1,1933
Phasmatodea,Kenya,3,1911
Phasmatodea,Madagascar,1,1940
Phasmatodea,Mexico,5,1932
Phasmatodea,Moluccas,5,1904
Phasmatodea,Morocco,1,""
Phasmatodea,Nicaragua,1,""
Phasmatodea,Panama,4,1933
Phasmatodea,Paraguay,1,1907
Phasmatodea,Peru,5,1908
Phasmatodea,Philippines,17,1938
Phasmatodea,Puerto Rico,5,""
Phasmatodea,United States,18,""
Phasmatodea,Venezuela,1,1947
Phasmatodea,Vietnam,1,1906
Polydesmida,United States,8,1942
Pseudoscorpiones,Costa Rica,1,""
Psocoptera,United States,16,1883
Scorpionidea,South Africa,1,""
Trichoptera,United States,2,1941
